Parent molecule,Metabolite
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C(O)[C@H](C)C=CC=CC=C1C
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CN=C(N)O1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CNC(=O)O1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,COC(=O)c1c(C)nc(C)c(C(=O)OCCN(C)Cc2ccccc2)c1-c1cccc([N+](=O)[O-])c1
Oc1ccc(O)cc1,O=C(O)[C@H]1C(Oc2ccc(O)cc2)C(O)[C@H](O)[C@@H](O)[C@@H]1O
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,COc1cc(C)c2c(n1)C(NC(C)CCCN)=CC(=O)C2=O
Oc1ccc(O)cc1,O=C1C=CC(=O)C=C1
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc3c(c2)O[C@H](c2ccc(O)c(O)c2)[C@@H](CO)O3)[C@H]1O
CCOC(O)=N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](N)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@@]12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,Fc1ccc(-c2cc(N3CCNCC3)nc3c2CCCCCC3)cc1
OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)c(O)c2)N1
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CC[N+]1([O-])CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
CNCC/C=C1/c2ccccc2COc2ccccc21,CNCC/C=C1/c2ccccc2COc2ccc(O)cc21
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)OC(=O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O)c1ccc(C(=O)c2cccs2)cc1
CCOC(O)=N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,C[C@H]1OC(=O)[C@@H]2C[C@@H]3C[C@H](N=C(O)OCCO)CC[C@H]3[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@H]12
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1
C=C(C)[C@H]1CC=C(C)CC1,C=C(C)[C@H]1CC=C(C)[C@H](O)C1
C#CCN(C)[C@H](C)Cc1ccccc1,C#CCN[C@H](C)Cc1ccccc1
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,CN(C(=O)c1c(O)c2cc(O)ccc2n(C)c1=O)c1ccccc1
Cc1cc2cc(O)ccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC1C(=O)c2cc(O)ccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
NCCc1ccc(O)c(O)c1,O=CCc1ccc(O)c(O)c1
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN=C(O)N[C@H](C(O)=N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
CN1CCC[C@H]1c1cccnc1,CN1C(=O)CCC1c1cccnc1
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](O)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](CO)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@H]1C[C@@H]2CC[C@](C)(O)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,CN(C(=O)c1c(O)c2cccc(O)c2n(C)c1=O)c1ccccc1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](O)C3[C@@H]1CCC2=O
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,O=CCCOc1ccc(F)cc1
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)C2=CC=CS2=O)cc1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,C/C=C1/N(C)C(C)CC1(c1ccccc1)c1ccccc1
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,C=Cc1cccc2cc(C(O)CNC(C)(C)C)oc12
COc1ccc(CCNCCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1cccc([C@@](C#N)(CCCNCCc2ccc(OC)c(OC)c2)C(C)C)c1
C[N+](C)(C)C[C@H](O)CC(=O)[O-],C[N+](C)(C)CCCC(=O)[O-]
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4CCC3[C@@H]1[C@@H](O)CC2=O
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCC(O)CC3)CC1
C/C=C1/N(C)C(C)CC1(c1ccccc1)c1ccccc1,CCC1=NC(C)CC1(c1ccccc1)c1ccccc1
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)C(=O)OC2
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ncccc1O
C=C(C)[C@H]1CC=C(C)CC1,CC1=CCC(C(C)(O)CO)CC1
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2O)C[C@H]1OC
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,C=C[C@@]1(O)CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
CC1O[C@@]2(CS1)CN1CCC2CC1,O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,C/C(O)=C(/C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CC(O)c1ccc(C(O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccc(O)cc1
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1ccc(O)c2cc(C(O)CNC(C)(C)C)oc12
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](N=C(O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(C)C
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)[C@H](NC(=O)N(C)Cc1csc(C(C)(C)O)n1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1
C[N+](C)(C)C[C@H](O)CC(=O)[O-],C[N+](C)(C)[O-]
COc1ccc(CCNCCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CC=O)cc1OC
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,N#Cc1ncc(N2C(=O)C3(CCC3)N(c3ccc(C(N)=O)c(F)c3)C2=S)cc1C(F)(F)F
NCCc1ccc(O)c(O)c1,NCCc1ccc(O)cc1
CN1CCC[C@H]1c1cccnc1,C[N+]1=CCCC1c1cccnc1
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(/C=C\N)cc(C)c1/N=c1\ccn(C2OC(C(=O)O)C(O)C(O)C2O)c(Nc2ccc(N)cc2)n1
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(NC)cc3)C[C@@]21C
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CN(C)c1c[nH]n(-c2ccccc2)c1=O
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
CC1O[C@@]2(CS1)CN1CCC2CC1,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,O=C(NCC1CCCCN1)c1cc(O)ccc1OCC(F)(F)F
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(O)cc4CCC3[C@@H]1C[C@H](O)C2=O
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,CN(C(=O)c1c(O)c2ccccc2[nH]c1=O)c1ccccc1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1
CN(C)CC1CCCCC1(O)c1cccc(O)c1,CN(C)CC1CCCCC1(O)c1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,CNCC1CCCCC1(O)c1cccc(OC)c1
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1[C@@H](O)[C@@H]2O
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@@H](N)Cc2ccccc2)C(C)C)cs1
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1O
CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,COc1cc(O)ccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C(O)COc1ccc(CC2SC(=O)NC2=O)cc1
CN1CCC[C@H]1c1cccnc1,CN(CCCC(=O)c1cccnc1)N=O
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C(C)[C@@H](O)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)CC[C@H]1O
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)CO)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC(=O)OC1C(=O)C2(C)C(O)C(O)C3OCC3(OC(C)=O)C2C(OC(=O)[13c]2[13cH][13cH][13cH][13cH][13cH]2)C2(O)CC(OC(=O)C(O)C(N=C(O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
NCCc1ccc(O)c(O)c1,NCC(O)c1ccc(O)c(O)c1
CN1CCC[C@H]1c1cccnc1,CN1CCC[C@H]1c1ccc[n+]([C@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)c1
O=C1NC(=O)C(C2=CC3OC3C=C2)(c2ccccc2)N1,O=C1NC(=O)C(C2=CC(O)C(O)C=C2)(c2ccccc2)N1
C[N+](C)(C)C[C@H](O)CC(=O)[O-],C[N+](C)(C)CCCC(=O)O
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CCC1C(C)N(C)CC1(c1ccccc1)c1ccccc1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccc(Cl)cc21
OC(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(F)cc1,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1
Oc1ccc(O)cc1,O=S(=O)(O)Oc1ccc(O)cc1
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,C[N+]1([O-])CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C
ClC=C(Cl)Cl,NC(CCC(=O)NC(CS/C(Cl)=C\Cl)C(=O)NCC(=O)O)C(=O)O
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,Cc1c(C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)ccc(O)c1O
CN1CCC[C@H]1c1cccnc1,O=C1CCC(c2cccnc2)N1
CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,CCCOc1ccc(S(N)(=O)=O)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@@]12CCC3c4ccc(OS(=O)(=O)O)c(O)c4CCC3C1CCC2=O
O=C1N=C(O)CCC1N1C(=O)c2ccc(O)cc2C1=O,O=C1CCC(N2C(=O)c3cc(O)c(O)cc3C2=O)C(=O)N1
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O
Oc1ccc(O)cc1,CC(=O)Oc1ccc(O)cc1
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,CN(C(=O)c1c(O)c2ccc(O)cc2n(C)c1=O)c1ccccc1
CC1CC2=C(C=CC3OC23)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC1CC2=C(C=CC(O)C2O)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,CC(=O)Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,COc1ccccc1OCCNCC(O)COc1ccc(O)c2[nH]c3ccccc3c12
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)C2=CC3OC3S2)cc1
ClC=C(Cl)Cl,OC(O)C(Cl)(Cl)Cl
CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CNCCOc1ccc(/C(=C(\c2ccccc2)C(C)O)c2ccccc2)cc1
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1N=C(O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1
CN1CCC[C@H]1c1cccnc1,C[N+]1([O-])CCCC1c1cccnc1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCC(O)CCC3)CC1
Oc1ccc(O)cc1,O=CCC(=O)C=CC(=O)O
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1c(O)ccc2cc(C(O)CNC(C)(C)C)oc12
NCCc1ccc(O)c(O)c1,NCCc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CNC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(C)C
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,O=C1Nc2c(O)cc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,CC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5
O=C1NC(=O)C(C2=CC3OC3C=C2)(c2ccccc2)N1,OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1
CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1
